id;key;1::Spanish;
1788;plugin_2checkout_merchant_id_text;This is your 2checkout account number.;Este es su número de cuenta 2checkout.
1789;plugin_2checkout_private_key;2checkout secret word:;2checkout palabra secreta:
1790;plugin_2checkout_private_key_text;This is your 2checkout secret word.;Esta es tu palabra secreta 2checkout.
1791;payment_plugin_messages_ARRAY_2checkout;Your order is saved. Redirecting to 2checkout payment gateway...;Su pedido se guarda. Redirigir a 2checkout pasarela de pago...
1792;plugin_2checkout_payment_label;Label;Etiqueta
1793;plugin_2checkout_yesno_ARRAY_T;Yes;Sí
1794;plugin_2checkout_yesno_ARRAY_F;No;No
1795;payment_methods_ARRAY_braintree;Braintree;Bienvenido
1796;plugin_braintree_payment_title;Braintree payment;Pago de Braintree
1797;plugin_braintree_allow;Allow Braintree payments;Permitir pagos de Braintree
1798;plugin_braintree_merchant_id;Braintree merchant ID:;Identificación del comerciante de Braintree:
1799;plugin_braintree_merchant_id_text;This is your Braintree merchant ID.;Esta es tu identificación de comerciante de Braintree.
1800;plugin_braintree_public_key;Braintree public key:;Clave pública de Braintree:
1801;plugin_braintree_public_key_text;This is your Braintree public key.;Esta es tu clave pública de Braintree.
1802;plugin_braintree_private_key;Braintree private key:;Braintree clave privada:
1803;plugin_braintree_private_key_text;This is your Braintree private key.;Esta es tu clave privada de Braintree.
1804;payment_plugin_messages_ARRAY_braintree;Your order is saved. Redirecting to Braintree...;Su pedido se guarda. Redirigir a Braintree...
1805;plugin_braintree_header_title;Braintree Payment;Braintree Pago
1806;plugin_braintree_site_name;Site Name;Nombre del sitio
1807;plugin_braintree_braintree_name;Braintree;Bienvenido
1808;plugin_braintree_make_a_payment;Make a payment with Braintree using PayPal or a card;Realice un pago con Braintree usando PayPal o una tarjeta
1809;plugin_braintree_amount;Amount;Cantidad
1810;plugin_braintree_btn_pay_now;Pay Now;Pagar ahora
1811;plugin_braintree_btn_cancel;Cancel;Cancelar
1812;plugin_braintree_transaction_failed;Transaction Failed;Falló la transacción
1813;plugin_braintree_missing_parameters;Post parameters are missing.;Faltan los parámetros de publicación.
1814;plugin_braintree_transaction_has_status;Your transaction has a status of;Su transacción tiene un estado de
1815;plugin_braintree_response;Response;Respuesta
1816;plugin_braintree_transaction;Transaction;Transacción
1817;plugin_braintree_trasaction_id;ID;ID
1818;plugin_braintree_trasaction_type;Type;Tipo
1819;plugin_braintree_trasaction_amount;Amount;Cantidad
1820;plugin_braintree_trasaction_status;Status;Estatus
1821;plugin_braintree_payment;Payment;Pago
1822;plugin_braintree_card_type;Card type;Tipo de tarjeta
1823;plugin_braintree_card_exp;Card expiration;Caducidad de la tarjeta
1824;plugin_braintree_card_holder_name;Card holder name;Nombre del titular de la tarjeta
1825;plugin_braintree_card_location;Customer location;Ubicación del cliente
1826;plugin_braintree_customer_details;Customer details;Detalles del cliente
1827;plugin_braintree_cust_id;ID;ID
1828;plugin_braintree_cust_fname;First name;Primer nombre
1829;plugin_braintree_cust_lname;Last name;Apellido
1830;plugin_braintree_cust_email;Email;Correo
1831;plugin_braintree_cust_company;Company;Empresa
1832;plugin_braintree_cust_website;Website;Sitio
1833;plugin_braintree_cust_phone;Phone;Teléfono
1834;plugin_braintree_cust_fax;Fax;Fax
1835;plugin_braintree_btn_try_again;Try Again;intentarlo
1836;plugin_braintree_hash_error;Hash value is not correct.;El valor hash no es correcto.
1837;plugin_braintree_config_missing;Configuration parameters are missing.;Faltan parámetros de configuración.
1838;plugin_braintree_payment_label;Label;Etiqueta
1839;plugin_braintree_plugin_unavailable_title;Sorry!;Lo siento!
1840;plugin_braintree_plugin_unavailable_text;The system does not support minimum software requirements.;El sistema no admite los requisitos mínimos de software.
1841;plugin_braintree_yesno_ARRAY_T;Yes;Sí
1842;plugin_braintree_yesno_ARRAY_F;No;No
1843;payment_methods_ARRAY_mollie;Mollie;Mollie
1844;plugin_mollie_methods_ARRAY_ideal;Mollie iDEAL;Mollie iDEAL
1845;plugin_mollie_methods_ARRAY_mistercash;Mollie Bancontact/Mister Cash;Mollie Bancontact/Señor Efectivo
1846;plugin_mollie_methods_ARRAY_sofort;Mollie SOFORT Banking;Mollie SOFORT Banca
1847;plugin_mollie_methods_ARRAY_creditcard;Mollie Creditcard;Mollie Tarjeta de crédito
1848;plugin_mollie_methods_ARRAY_banktransfer;Mollie Bank transfer;Mollie transferencia Bancaria
1849;plugin_mollie_methods_ARRAY_directdebit;Mollie SEPA Direct Debit;Débito directo SEPA Mollie
1850;plugin_mollie_methods_ARRAY_belfius;Mollie Belfius;Mollie Belfius
1851;plugin_mollie_methods_ARRAY_bitcoin;Mollie Bitcoin;Mollie Bitcoin
1852;plugin_mollie_methods_ARRAY_podiumcadeaukaart;Mollie PODIUM;Mollie PODIO
1853;plugin_mollie_methods_ARRAY_paysafecard;Mollie Paysafecard;Mollie Paysafecard
1854;plugin_mollie_methods_ARRAY_paypal;Mollie PayPal;Mollie PayPal
1855;plugin_mollie_methods_ARRAY_kbc;Mollie KBC/CBC;Mollie KBC/CBC
1856;plugin_mollie_payment_title;Mollie payment;Pago de Mollie
1857;plugin_mollie_allow;Allow Mollie payments;Permitir pagos de Mollie
1858;plugin_mollie_public_key;Mollie API Key:;Clave API de Mollie:
1859;plugin_mollie_public_key_text;This is your Mollie API key.;Esta es tu clave API de Mollie.
1860;plugin_mollie_failure_url;Mollie error page:;Página de error de Mollie:
1861;plugin_mollie_description;Mollie payment description:;Descripción del pago de Mollie:
1862;payment_plugin_messages_ARRAY_mollie;Your order is saved. Redirecting to Mollie...;Su pedido se guarda. De Wikipedia, la enciclopedia libre..
1863;plugin_mollie_ideal_bank_id;Bank;Banco
1864;plugin_mollie_ideal_bank_choose;Select bank or later;Seleccionar banco o posterior
1865;plugin_mollie_method;Method;Método
1866;plugin_mollie_method_allow;Allow Mollie methods;Permitir métodos Mollie
1867;plugin_mollie_method_empty;-- Payment method --;** Forma de pago **
1868;plugin_mollie_method_required;Payment method is required.;Se requiere el método de pago.
1869;plugin_mollie_button_submit;Submit;Presentar
1870;plugin_mollie_payment_label;Label;Etiqueta
1871;plugin_mollie_yesno_ARRAY_T;Yes;Sí
1872;plugin_mollie_yesno_ARRAY_F;No;No
1873;payment_methods_ARRAY_paypal_express;PayPal Express Checkout;PayPal Express Pedido
1874;plugin_paypal_express_payment_title;PayPal Express Checkout payment;PayPal Express Checkout pago
1875;plugin_paypal_express_allow;Allow PayPal Express Checkout payments;Permitir pagos de PayPal Express Checkout
1876;plugin_paypal_express_merchant_id;PayPal Express Checkout client ID:;PayPal Express Checkout ID de cliente:
1877;plugin_paypal_express_public_key;PayPal Express Checkout profile ID (optional):;ID de perfil de PayPal Express Checkout (opcional):
1878;plugin_paypal_express_private_key;PayPal Express Checkout secret:;PayPal Express Checkout secreto:
1879;payment_plugin_messages_ARRAY_paypal_express;Your order is saved. Redirecting to PayPal Express Checkout...;Su pedido se guarda. Redirigir a PayPal Express Checkout...
1880;plugin_paypal_express_payment_label;Label;Etiqueta
1881;plugin_paypal_express_yesno_ARRAY_T;Yes;Sí
1882;plugin_paypal_express_yesno_ARRAY_F;No;No
1883;plugin_paypal_express_plugin_unavailable_title;Sorry!;Lo siento!
1884;plugin_paypal_express_plugin_unavailable_text;The system does not support minimum software requirements.;El sistema no admite los requisitos mínimos de software.
1885;payment_methods_ARRAY_skrill;Skrill;Skrill
1886;plugin_skrill_payment_title;Skrill payment;Pago de Skrill
1887;plugin_skrill_allow;Allow Skrill payments;Permitir pagos de Skrill
1888;plugin_skrill_merchant_email;Skrill email address:;Dirección de correo electrónico de Skrill:
1889;plugin_skrill_merchant_email_text;This is your Skrill email address.;Esta es tu dirección de correo electrónico de Skrill.
1890;plugin_skrill_private_key;Skrill secret word:;Skrill palabra secreta:
1891;plugin_skrill_private_key_text;This is your Skrill secret word from Skrill Merchant Tools page.;Esta es tu palabra secreta de Skrill de la página de Skrill Merchant Tools.
1892;payment_plugin_messages_ARRAY_skrill;Your order is saved. Redirecting to Skrill Payment Gateway...;Su pedido se guarda. Redirigir a la puerta de enlace de pago de Skrill...
1893;plugin_skrill_payment_label;Label;Etiqueta
1894;plugin_skrill_yesno_ARRAY_T;Yes;Sí
1895;plugin_skrill_yesno_ARRAY_F;No;No
1896;payment_methods_ARRAY_stripe;Stripe;Raya
1897;plugin_stripe_payment_title;Stripe payment;Pago de la raya
1898;plugin_stripe_allow;Allow Stripe payments;Permitir pagos de Stripe
1899;plugin_stripe_public_key;Stripe public key:;Clave pública de rayas:
1900;plugin_stripe_public_key_text;This is your Stripe public key.;Esta es tu clave pública Stripe.
1901;plugin_stripe_private_key;Stripe secret key:;Raya clave secreta:
1902;plugin_stripe_private_key_text;This is your Stripe secret key.;Esta es tu clave secreta de Stripe.
1903;payment_plugin_messages_ARRAY_stripe;Your order is saved. Redirecting to Stripe Checkout...;Su pedido se guarda. Redirigir a Stripe Checkout...
1904;plugin_stripe_menu_payments;Payments;Pago
1905;plugin_stripe_info_title;Payment details;Detalles de pago
1906;plugin_stripe_foreign_id;Foreign ID;Identificación extranjera
1907;plugin_stripe_stripe_id;Stripe ID;Identificación de la raya
1908;plugin_stripe_token;Token;Token
1909;plugin_stripe_created;Date / Time;Fecha / Hora
1910;plugin_stripe_amount;Amount;Cantidad
1911;plugin_stripe_currency;Currency;Moneda
1912;plugin_stripe_btn_view;View;Vista
1913;plugin_stripe_btn_close;Close;Cerca
1914;plugin_stripe_description;Description;Descripci
1915;plugin_stripe_msg;If your browser does not redirects you in 3 seconds, please click the button below.;Si su navegador no lo redirige en 3 segundos, haga clic en el botón de abajo.
1916;plugin_stripe_submit;Pay with Stripe;Pagar con la raya
1917;plugin_stripe_payment_label;Label;Etiqueta
1918;plugin_stripe_yesno_ARRAY_T;Yes;Sí
1919;plugin_stripe_yesno_ARRAY_F;No;No
1920;payment_methods_ARRAY_world_pay;WorldPay;WorldPay
1921;plugin_world_pay_payment_title;WorldPay payment;Pago de WorldPay
1922;plugin_world_pay_allow;Allow WorldPay payments;Permitir pagos de WorldPay
1923;plugin_world_pay_merchant_id;WorldPay installation ID:;ID de instalación de WorldPay:
1924;plugin_world_pay_merchant_id_text;This is your WorldPay installation ID.;Este es su ID de instalación de WorldPay.
1925;plugin_world_pay_private_key;WorldPay payment response password:;Contraseña de respuesta de pago de WorldPay:
1926;plugin_world_pay_private_key_text;"This is the payment response password from your WorldPay account.<br/>1. Log in to the Merchant Interface.<br/>2. Select 'Installations' from the left hand navigation.<br/>3. Choose an installation and select the 'Integration Setup' button for either the TEST or PRODUCTION environment.<br/>4. Enter a password into the 'Payment Response Password' input field.<br/>5. Check the 'Enable Payment Response' checkbox.<br/>6. Enter '&lt;wpdisplay item=MC_callback&gt;' into the 'Payment Response URL' input field.<br/>7. Select the 'Save Changes' button.";"Esta es la contraseña de respuesta de pago de su cuenta WorldPay.<br/>1. Inicie sesión en la interfaz del comerciante.<br/>2. Seleccione 'Instalaciones' en la navegación de la izquierda.<br/>3. Elija una instalación y seleccione el botón 'Configuración de integración' para el entorno de PRUEBA o PRODUCCIÓN.<br/>4. Introduzca una contraseña en el campo de entrada 'Contraseña de respuesta de pago'.<br/>5. Marque la casilla de verificación 'Habilitar respuesta de pago'.<br/>6. Introduzca '&lt;wpdisplay item=MC_callback&gt;' en el campo de entrada 'URL de respuesta de pago'.<br/>7. Seleccione el botón 'Guardar cambios'."
1927;payment_plugin_messages_ARRAY_world_pay;Your order is saved. Redirecting to WorldPay...;Su pedido se guarda. Redirigir a WorldPay...
1928;plugin_world_pay_payment_label;Label;Etiqueta
1929;plugin_worldpay_yesno_ARRAY_T;Yes;Sí
1930;plugin_worldpay_yesno_ARRAY_F;No;No
1931;service_service_length;Service length;Duracion del servicio
1932;service_total_minutes;Total minutes;Total de minutos
1933;service_minutes_unit;minutes;minutos
1934;service_hours_unit;hours;horas
1935;error_bodies_ARRAY_ABK17;There are not any available employees.;No hay empleados disponibles.
1936;infoServiceExample;"""Before"" and ""After"" are added to ""Length"" and together represent ""Total minutes"" of the service. The available slots are calculated based on ""Total minutes"" of the service.";"Antes y ""Después"" se agregan a ""Longitud"" y juntos representan ""Minutos totales"" del servicio. Las ranuras disponibles se calculan en función de los ""Minutos totales"" del servicio."
1937;menuExport;Export;Exportar
1938;opt_o_pending_time;Booking pending time;Reserva pendiente de horario
1939;opt_o_pending_time_text;A period of time, while slots assigned to new bookings with Pending status will not be available for other bookings. ;Un período de tiempo, mientras que los espacios asignados a nuevas reservas con estado Pendiente no estarán disponibles para otras reservas.
